part_number,product_type,description,quantity,Wrench Size,AMP,Approx. Spot Weld Size,Arbor,Arm,Ball Center To Base Of Hex,Ball Center To Housing End,Ball Center To Stud Thread End,Ball Center To Thread End,Ball Inside Diameter,Ball Outside Diameter,Ball Stud Neck Diameter,Ball Stud Thread Length,Ball Thickness,Barb Diameter,Barb Length,Barrel Diameter,Barrel Height,Barrel Height Post-Set,Barrel Height Pre-Set,Barrel Length,Base Diameter,Between Wing,Blade Type,Blade Width,Body Diameter,Bolt Size,Bottom Head Diameter,Bottom Head Size,Bundle Capacity,Bundle Diameter,Cable Diameter,Cable Size,Cap Finish,Cap Outside Diameter,Cavity,Center Of Hole To Bottom Of Hex,Center Of Hole To Edge,Center To Center,Circuit,Clamping Diameter,Clamping Range,Class,Closed Length,Closed Radius,Code,Coil Length,Cold Resistance (mO),Color,Connection,Contacts,Contains,Cover Or Base,Cowl Nut Height,Cowl Nut Width,Decibel,Degree,Diameter,Dielectric Strength,DIN,Drill Size,Drive Size,Drive Type,End Type,Eye I.D.,Finish,Fits,Fits Hole Size,Fits Hose I.D.,Fits Hose O.D.,Fits In,Fits Screw Size,Fits Stud Size,Fits Tubing O.D.,Flame Retardant Rating,Flange Diameter,Flange OD,Flange Thickness,Flat Length,Flute Length,For Moulding,Free Inside Diameter,Frequency,Furnished,Gap,Grade,Grade/Class,Grain,Grip Range,Grit,Groove &/or Code,Groove Diameter,Groove Width,Hardness,Head Diameter,Head Height,Head Size,Head Style,Head Thickness,Head Width,Height,Hex Height,Hex Size,Holding Strength,Holds O.D.,Hole Diameter,Hole Size,Hole Size/Grommet No,Hole Sizes,Hose Size,Housing Diameter,I2t (A2s),Illuminated,Includes,Indexing,Industry Standard No,Inner Diameter,Inner Diameter-Closed,Inner Diameter-Open,Inner Thread,Insert Type,Inside Length,Inside Width,Insulation,Internal Thread,Internal Thread Length,JIS,Jaw Depth,Jaw Inside Width,Jaw Outside Width,Kit Contents,Knurl Diameter,Lbs. Load,Lbs./Inch,Leg Length,Leg Width,Length,Length Head To Hole,Length Under Head,Location,Lock Ring Outer Diameter,Locking Style,Logo,Mandrel Material,Mandrel Push-out,Material,Material Thickness,Maximum Air Pressure,Maximum Auxiliary Current,Maximum Combined Current,Maximum Hole Diameter,Maximum Primary Current,Maximum Voltage Drop (mV),Maximum Wall Thickness,Metal Clip Length,Middle Head Diameter,Middle Head Size,Mounting,Mounting Screw Size,Size Range,Nominal Size,Open Length,Outer Diameter,Open Width,Outer Thread,Overall Height,Overall Length,Overall Width,P.S.I.,Packing,Panel Range,Panel Thickness,Pin Diameter,Pin End O.D.,Pin Head Diameter,Pin Hole,Pin Overall Length,Plate Length,Plate Width,Point,Point Type,Post-Shrunk Inner Diameter,Powerstroke,Pre-Shrunk Inner Diameter,Prong,Prong Length,Proof Load,Push On Force,Rating,Repairs,Replaces,Retainer Outer Diameter,Ring I.D.,Ring O.D.,Rivet Diameter,Rivet Length,Rockwell Hardness,Rod Diameter,Rod Size,Roller Groove,Roller O.D.,Rows,RPM,S.A.E. Standard,Screw Size,Screw Type,Shaft Diameter,Shaft Length,Shank,Shank Diameter,Shank Length,Shank Size,Shape,Shear,Shoulder Diameter,Shoulder Length,Shrink Ratio,Size,Sizes Covered,Slot,Slot Size,Solid Height,Span Range,Spline Diameter,Spool Size,Spread,Stem Diameter,Stem Length,Stem Size,Step Increments,Step Thickness,Stranding,Stud Hex Width,Stud Length,Stud Size,Style,Swing,Tab Size,Tap Size,Temperature Maximum,Temperature Range,Tensile Strength,Thickness,Thread 1,Thread 1 Length,Thread 2,Thread 2 Length,Thread Diameter,Thread Length,Thread Length-External,Thread Length-Internal,Thread Pitch,Thread Size-External,Thread Size-Internal,Thread Type,Top Head Diameter,Top Head Size,Top Of Radius To Base,Trim,Type,U Width,Used For,Used With,Volt,Voltage,Washer,Washer Diameter,Washer Head Diameter,Washer Type,Wattage,Weight,Width,Width Across Bottom Legs,Width From Ear To Ear,Wing Spread,Wire Diameter,Wire Gauge,Wire Material,Wire Strands & Strand Size,Wire Width,Wires,Wrench Width,Made In
22457,Fender Wheel Rocker Retainer,Toyota Rocker Moulding Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm,,,,,,,,,,,,14mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Molding Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22459,Bumper Grill Cowl Retainer,Chrysler Front Bumper Push-Type Retainer,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm,,,,,,,,,,,,10mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push-Type Retainer,,,,,,,,,,,,,,,,,,,,,,,USA
22460,Door Panel Retainer,"Toyota Door Sill, Headliner, Liftgate, Pillar, Scuffplate, Window Retainer",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,16mm,,,,,,,,,,,20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11mm,14mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm,,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22461,Door Panel Retainer,Chrysler Door Trim Panel Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,22mm,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm,19mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,16mm,,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22462,Fender Wheel Rocker Retainer,Mitsubishi Blue Rocker Moulding Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8mm,9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm,,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22463,Molding Clip,Honda Wheel Well Arch Protective Liner Moulding Clip,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 x 19mm,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mm x 10mm,,,Molding Clip,,,,,,,,,,,,,,,,,,,,,,,China
22464,Molding Clip,Honda Lower Door Garnish Moulding Clip with Sealer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 x 21mm,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mm,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mm x 12mm,,,Molding Clip,,,,,,,,,,,,,,,,,,,,,,,China
22465,Molding Clip,Honda Lower Door Garnish Moulding Clip with Sealer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 x 30mm,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm x 15mm,,,Molding Clip,,,,,,,,,,,,,,,,,,,,,,,China
22466,Molding Clip,Honda Door Belt Moulding Clip,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38mm,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Molding Clip,,,,,,,,,,,,20mm,,,,,,,,,,,China
22467,Molding Clip,Honda Pillar Garnish Clip,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 x 19mm,,,,,,,,,,,,,,,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7mm x 7mm,,,Clip,,,,,,,,,,,,,,,,,,,,,,,China
22468,Fender Wheel Rocker Retainer,Honda Upper Side Sill Garnish Clip with Sealer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 x 20mm,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm x 16mm,,,Clip,,,,,,,,,,,,,,,,,,,,,,,China
22469,Bumper Grill Cowl Retainer,Honda Rear Bumper Garnish Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,16.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3mm,14mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm,,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22470,Molding Clip,"Hyundai Fender, Body Side & Rocker Moulding Clip",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 x 20mm,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mm x 12mm,,,Molding Clip,,,,,,,,,,,,,,,,,,,,,,,South Korea
22471,Fender Wheel Rocker Retainer,Toyota Scuff Plate Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3mm,11mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm,,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22472,Cable Clip,Toyota Hood Release Cable Clamp Clip,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,5mm Rod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16mm x 21mm,,,,,,,,5mm Rod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm,9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clip,,,,,,,,,,,,,,,,,,,,,,,China
22473,Trunk Trim Retainer,Toyota Trunk Side Trim Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8mm,16mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22474,Grommet,Ford Rear Lamp Grommet,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
22475,Grommet,Ford Rear Lamp Grommet with Sealer,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,15.6mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
22476,Bumper Grill Cowl Retainer,Nissan Cowl Grill Clip,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clip,,,,,,,,,,,,13mm x 20mm,,,,,,,,,,,USA
22477,Undefined,GM Interior Panel Fastener Clip,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc Plated Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fastener,,,,,,,,,,,,10mm,,,,,,,,,,,USA
22478,Fender Wheel Rocker Retainer,Toyota Rocker Panel Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5mm,13mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm,,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22479,Door Panel Retainer,Lexus Door Scuff Plate Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,15mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5mm,9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm x 17mm,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22480,Insert Nut,Nissan/Infiniti Specialty Insert Nut,15,7.0mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,,,,,,,,,,,,,,,.5 - 1.5mm,,,,,,11mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5-0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan
22481,Rivet,Hyundai Front And Rear Bumper Rivet,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2mm,,,,,,,,,,,,,,,,,,6.3mm,,,,,,,,,,,,,4.0mm - 7.9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steel,,Black Aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specialty Rivet,,,,,,,,,,,,,,,,,,,,,,,South Korea
22482,Fender Wheel Rocker Retainer,Honda Rocker Moulding Push-Type Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,9mm x 9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push-Type Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22483,Molding Clip,"Mazda, Mitsubishi Instrument Side Panel Clip",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,18.6mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clip,,,,,,,,,,,,10.3mm,,,,,,,,,,,China
22484,Fender Wheel Rocker Retainer,"Mazda, Ford Pillar, Scuff, Trim Panel Retainer",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,16.5mm,,,,,,,,,,,20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3mm,13mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm,,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22485,Molding Retainer,Land Rover Tailgate Moulding Retainer,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,8.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11mm,15mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retainer,,,,,,,,,,,,17.3mm x 16.3mm,,,,,,,,,,,China
22486,Door Panel Retainer,Toyota Door Trim Retainer with Sealer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,16mm,,,,,,,,,,,16.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6mm,10mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm,,,,Retainer with Sealer,,,,,,,,,,,,,,,,,,,,,,,China
22487,Fender Wheel Rocker Retainer,Toyota Fender Liner Retaining Clip,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5mm x 16mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5mm,10mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retaining Clip,,,,,,,,,,,,,,,,,,,,,,,China
22488,Grommet,Toyota Rear Combination Tail Light Guide Grommet,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16mm,,,,,,,,,,,,,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,15mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grommet with Sealer,,,,,,,,,,,,,,,,,,,,,,,China
22489,Fender Wheel Rocker Retainer,Toyota Vender Liner Retaining Clip,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5mm,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retaining Clip,,,,,,,,,,,,42mm,,,,,,,,,,,China
22490,Rubber Bumper,Toyota Rear Door Nylon And Rubber Bumper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,17mm,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon & Rubber,,,,,,,,,,,,,,,,,,,,16.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm,,,,Bumper,,,,,,,,,,,,,,,,,,,,,,,China
22491,Cage Nut,GM Specialty Push-In Nut 8mm x 18mm,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8mm x 18mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinc Organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
